NameSet,Number,GivenName,MiddleInitial,Surname,StreetAddress,City,StateFull,ZipCode,Country,CountryFull,EmailAddress,TelephoneNumber,TelephoneCountryCode,Birthday,Age,NationalID,Company,Vehicle,Domain,GUID,Latitude,Longitude,Title
Austrian,10,Mina,T,Fleck,Theo-Rossmann-Platz 821,Gerasdorf bei Wien,Tirol,8336,AT,Austria,moerthmarco@eberharter-ferstl.net,+1-809-720-9472x3321,43,06/09/1969,55,200-78-3310,"Hämmerle, Lassnig and Gschaider",V-55609-PY,kreuzer-thaler.org,66d5f32c-1ab7-4e7c-bfe9-2c0f802a6cfc,58.038033,81.013285,Dr.
Austrian,11,Lina,C,Wallner,Michaela-Hartl-Gasse 5,Wörgl,Niederösterreich,3040,AT,Austria,rubenrath@kern-kalcher.com,254.319.9369x490,43,10/01/1975,49,424-12-2555,"Sammer, Haas and Kargl",S-13526-JE,jandl.co.at,d0aadf7e-bbbe-43a3-819d-2cf9ddade9e1,71.571002,79.241597,Frau
Austrian,12,Sena,I,Gratzl,Alexia-Sigl-Platz 9,Radenthein,Oberösterreich,9983,AT,Austria,phackl@schwarzinger.com,(576)593-1653x5577,43,09/29/1982,42,291-36-3653,Hauser Inc,O-2971-YY,reisner.org,bdf1b5b8-bc71-45bd-bf94-503ca396f88e,-33.950103,-173.322167,Dr.
Austrian,13,Magdalena,O,Brandner,Kirchmairstraße 46,Voitsberg,Niederösterreich,4532,AT,Austria,ttiefenbacher@gmail.com,001-216-997-1387x125,43,09/17/1994,30,901-10-9208,Neumüller PLC,S-35154-EJ,sorger.org,21b4cd51-c883-427e-8373-aa3e257085a9,-24.1937175,93.214979,Dipl.-Ing.
Austrian,14,Laura,O,Kocher,Schranzplatz 4,Wolfsberg,Burgenland,6142,AT,Austria,mika18@fichtinger.co.at,001-788-158-0492x9934,43,06/29/1975,49,230-20-1203,Stöckl LLC,B-11851-DA,seiwald.com,93a4e5c2-04a8-445b-ab0a-f7d4ec11eb43,55.933209,-107.665064,Ing.
Austrian,15,Denise,J,Hausberger,Obermüllerstr. 9/6,Wolkersdorf,Salzburg,3153,AT,Austria,scharfnina@gmail.com,+1-520-988-1242x678,43,12/22/1943,81,366-69-7354,Strauß Inc,K-85144-FE,ziegler.co.at,0467c109-1e3d-42cf-9e16-38c7dcc4f641,-47.83654,15.130623,Dr.
Austrian,16,Verena,Q,Walder,Melissa-Wechselberger-Gasse 906,Litschau,Kärnten,1330,AT,Austria,friedrich55@puehringer.at,+1-246-425-5831x61777,43,01/01/1936,88,104-19-2979,"Hahn, Beck and Holzinger",L-98281-QB,handl.co.at,94c84106-dfe4-45cb-ba6c-9412237035a4,-62.4929355,21.342897,Prof.
Austrian,17,Raffaela,P,Hartmann,Staudacherring 24,Bad Ischl,Vorarlberg,1953,AT,Austria,sophie-marie56@roth.co.at,+1-670-800-0363x2783,43,08/26/1952,72,988-05-7178,Kirchmair Group,L-3594-LK,zeiler-lederer.at,964c3f1d-8998-46a5-a0ef-737e128c2290,29.662808,137.276913,Dr.
Austrian,18,Irma,U,Moosbrugger,Franziska-Puchner-Platz 7,Ferlach,Burgenland,5220,AT,Austria,anabella48@gmx.at,541-028-8570,43,04/30/1981,43,848-38-7012,Mühlböck LLC,W-45864-UA,reinprecht-steinwender.org,e635b3e1-ad1d-49f3-97ac-85650a0a4074,79.3586435,24.115859,Herr
Austrian,19,Bruno,S,Hütter,Anne-Mörth-Weg 382,Drosendorf-Zissersdorf 1,Burgenland,3722,AT,Austria,rainerben@chello.at,642-016-5450x70698,43,03/12/1976,48,564-10-6894,Haring-Reisner,N-47474-JN,brandner-mitteregger.co.at,87eaa658-a87c-4afb-87eb-f07bd0267d32,9.5990975,104.851119,Ing.
Austrian,20,Fridolin,M,Prantl,Lotte-Thalhammer-Gasse 3/2,Frohnleiten,Kärnten,1502,AT,Austria,aholzknecht@gmx.at,(046)407-7846,43,12/26/1953,71,022-70-9947,Gärtner-Rieger,N-20127-DP,ender-dorn.at,1df67ae4-0dd6-46dd-a25c-799b1fe84934,7.869078,-84.13074,Ing.
Austrian,21,Merlin,T,Fellner,Erwin-Forstner-Ring 06,Lienz,Vorarlberg,4072,AT,Austria,martinaschwaighofer@feichtinger.net,819-757-3588x42315,43,07/17/1986,38,097-72-5883,Hermann-Wegscheider,V-78271-BQ,schindler-kummer.com,cb5011d7-19ed-4dc2-b076-e58ae4f6ab9b,-77.6903795,-158.792645,Dr.
Austrian,22,Denise,U,Reithofer,Seilergasse 1,Vils,Tirol,3138,AT,Austria,ffuereder@kabsi.at,+1-364-085-5466x475,43,07/16/1940,84,438-41-3590,"Oberndorfer, Hager and Hufnagl",W-41464-PG,hafner.at,68bc22be-8d61-4548-a99b-1d781ac0976a,-43.572265,17.57418,Prof.
Austrian,23,Charlotte,Z,Hinterleitner,Meyerplatz 0,Fehring,Kärnten,6312,AT,Austria,theresefeigl@vogel.com,825.330.5983,43,06/21/1989,35,977-45-3910,Hammerl and Sons,W-49817-NF,deutschmann-ebner.at,dc58836e-87e7-4db1-9f9d-ebf25112d47a,-36.893796,56.10272,Dr.
Austrian,24,Louisa,F,Haidinger,Mark-Perner-Straße 52,Rattenberg,Vorarlberg,6297,AT,Austria,fionadittrich@gmail.com,745-911-4233,43,09/25/1988,36,704-48-8379,"Gartner, Seidl and Petz",S-73194-VI,hoelzl-hutterer.org,89285c39-1c93-4d1c-8f9e-a9341ba36262,-83.261639,-173.966856,Prof.
Austrian,25,Aleksander,Z,Wögerbauer,Naglgasse 1,Radstadt,Steiermark,3810,AT,Austria,rebecca32@oberndorfer.org,253.868.6972x844,43,11/05/1969,55,378-83-2692,Bräuer and Sons,K-52346-KJ,stockhammer.co.at,634fe1f4-2926-45ac-a75b-52367f4a6db8,24.634351,-12.936408,Univ.Prof.
Austrian,26,Andrea,K,Grabher,Nino-Strohmaier-Gasse 30,Lienz,Tirol,2410,AT,Austria,leangoetz@windisch.co.at,001-845-664-1033,43,12/17/1979,45,215-14-2227,"Unger, Eisner and Mühlbacher",L-83185-CL,stock.com,ab33096e-5edf-4ac6-8cb0-121fd7b6174c,-76.805741,149.573509,Prof.
Austrian,27,Leopold,B,Stern,Leni-Feichtinger-Weg 122,Vöcklabruck,Salzburg,4186,AT,Austria,lailabuchner@gmx.at,986-318-0778x33405,43,04/29/1956,68,356-77-6107,Scharf-Geiger,O-42977-AC,schweiger.com,26e71f69-c0c1-45ac-adff-3cd3a1bf4286,87.29298,95.16372,Prof.
Austrian,28,Jennifer,X,Bittner,Ladnerstr. 1,Groß-Gerungs,Burgenland,1547,AT,Austria,swachter@lichtenegger-hubmann.co.at,001-863-143-9256x96376,43,04/10/1948,76,576-25-2091,"Kerschbaumer, Paul and Bock",O-53938-NV,hell.org,09378ee3-b1b7-4a24-bd2c-152432733c23,-62.404275,44.878897,Dipl.-Ing.
Austrian,29,Alexia,R,Pühringer,Gschaiderplatz 99,Zistersdorf,Vorarlberg,9861,AT,Austria,martha88@kabsi.at,638.597.3096,43,08/08/1954,70,615-58-9241,Strauß Ltd,B-22474-HT,gross-dietrich.org,e2183fa6-0861-4347-bc28-8e900e64e19c,-67.2931255,-97.806899,Ing.
Austrian,30,Hugo,P,Reinthaler,Eva-Deutschmann-Weg 4/7,Wörgl,Salzburg,2584,AT,Austria,kerstinschwaiger@gmx.at,+1-379-769-4590x1460,43,06/19/1973,51,377-82-1256,Schulz and Sons,L-25270-YD,heller-rabitsch.at,42617b62-2a7a-4b15-82c1-fc0ec10e41dc,-36.6744675,-85.265822,Prof.
Austrian,31,Kalina,B,Haindl,Christine-Rieder-Weg 191,Litschau,Vorarlberg,8826,AT,Austria,vniederl@reischl.co.at,+1-924-451-0523,43,01/15/2007,17,286-58-6116,"Ringhofer, Zeiler and Bischof",T-24735-YL,kronberger.co.at,d27e421d-83c5-465e-b89c-51714ea7a1c5,61.944137,115.022613,Prof.
Austrian,32,Nikita,E,Zöchling,Hinterleitnergasse 6/2,Geras,Wien,5149,AT,Austria,amanda30@jost-petz.com,677-458-5865x40947,43,11/22/1941,83,179-08-0394,Schwendinger-Karner,L-87156-AK,hoeller.co.at,61d013c2-3597-49da-9815-ec8d45df9632,43.3166025,84.36281,Dr.
Austrian,33,Kerstin,T,Heller,Winterstraße 7/0,Hainfeld,Vorarlberg,9497,AT,Austria,lindingerselma@kabsi.at,+1-677-137-2668x3500,43,12/29/1935,89,696-63-1331,"Bürger, Kolb and Stöger",L-61659-SH,stocker.co.at,d93801ee-5611-4bae-ad20-050fec899696,-2.7750775,-156.833839,Ing.
Austrian,34,Elona,Y,Hausberger,Aleksander-Dangl-Straße 58,Kufstein,Kärnten,6727,AT,Austria,annabellakiss@chello.at,423.124.5156x692,43,02/04/1999,25,018-75-4804,Erhart-Maier,T-64561-KE,zechmeister.at,67340a5e-1d8b-47a2-a77b-fe0d8ea23786,84.758895,-1.626165,Dipl.-Ing.
Austrian,35,Lilian,A,Kammerer,Ricardo-Gahleitner-Straße 2,Hall in Tirol,Oberösterreich,2080,AT,Austria,kschoenauer@himmelbauer.net,(239)343-0951,43,01/21/1996,28,566-85-1734,Lackner-Decker,O-12303-XO,fruehwirth.com,777e7712-46b0-411f-8c55-fdfa69989aab,-69.1939685,-159.914293,Ing.
Austrian,36,Lana,Z,Doppler,Luca-Engel-Weg 01,Mattighofen,Kärnten,4555,AT,Austria,iwoehrer@gmail.com,231.625.7689,43,06/08/1956,68,797-62-7106,Fichtinger-Dengg,L-76099-DC,bartl.org,5028ffc2-f2d4-4b61-92ab-bb932a1f6f93,13.5000875,-123.641492,Dipl.-Ing.
Austrian,37,Olivia,D,Rechberger,Larissa-Helm-Ring 3/7,Bad Vöslau,Kärnten,8270,AT,Austria,kwinkler@wiesinger.at,(368)954-4059,43,04/05/1970,54,844-42-9161,"Feigl, Prager and Paul",S-95924-RA,heindl.com,9327d2b9-8b7a-4f57-89f1-368abaf93967,28.4691695,-65.241962,Univ.Prof.
Austrian,38,Mathias,R,Strohmaier,Yasmina-Schober-Ring 68,Grein,Burgenland,2734,AT,Austria,aurelio91@seiser-haslauer.org,(843)026-1061x3864,43,11/10/1946,78,565-77-1420,"Schimpl, Haller and Heinzl",L-27143-OB,jungwirth-meier.net,f7501afd-648f-4679-b9a0-f53b5979650f,-47.8409515,-87.439309,Ing.
Austrian,39,Milica,J,Sturm,Frischplatz 00,Bludenz,Burgenland,7432,AT,Austria,domenicaheinz@unger.net,830.730.4015x480,43,09/21/1957,67,979-52-9363,Zeilinger-Karrer,O-27260-WO,auer.org,097a23f2-7785-4a0e-80fd-184ebdd2dc54,58.838717,85.118517,Dr.
Austrian,40,Andrea,H,Seebacher,Mika-Schröder-Platz 7/3,Sankt Andrä im Lavanttal,Wien,1030,AT,Austria,schlosserpaula@gmail.com,(422)320-6042,43,08/20/1934,90,662-94-8821,Gollner-Albrecht,O-24092-EE,leibetseder.net,76c810d8-3d21-4147-944a-341e6762a0b5,15.8919075,56.505585,Dipl.-Ing.
Austrian,41,Christian,K,Tauber,Elena-Zeiler-Straße 7/9,Fehring,Wien,6784,AT,Austria,aaronzechner@sorger.net,+1-197-310-0508x8623,43,07/29/1995,29,728-67-2608,"Gruber, Pichler and Zeiner",L-59277-ZY,pucher.at,4267723c-98c7-46fe-b27e-24088901a1a8,0.5837585,85.282435,Prof.
Austrian,42,Linnea,B,Klammer,Heindlstr. 220,Wilhelmsburg,Niederösterreich,3169,AT,Austria,arthur88@fasching.org,+1-914-975-4026x339,43,03/16/1940,84,364-74-8924,"Paul, Stockhammer and Bischof",T-61442-AB,meixner.at,04f52d03-5cd2-44cd-8659-419e2d3cf21c,-84.8667925,130.806348,Ing.
Austrian,43,Clemens,B,Rauscher,Hubmannstr. 4,Eisenerz,Wien,4290,AT,Austria,danielaholl@gmx.at,001-450-513-0517x422,43,04/18/1941,83,845-05-6910,Wirth Inc,N-65984-NQ,mayer-gruenberger.co.at,f7a73705-33d5-4015-98c9-320e2112976b,9.5230785,45.058445,Ing.
Austrian,44,Nora,F,Aichinger,Stephan-Klaus-Ring 713,Landeck,Vorarlberg,7231,AT,Austria,angelinaberchtold@frick-ertl.at,218.482.0054,43,06/26/2004,20,513-24-5281,Rechberger-Bacher,S-39975-QF,zettl.co.at,ded90ad8-53e7-4687-a4b1-8f04232ca36d,-27.026093,108.458226,Frau
Austrian,45,Fabio,G,Feichtenschlager,Kobergasse 200,Wien,Salzburg,1025,AT,Austria,mseifert@obermueller-hinterleitner.com,001-203-791-5131,43,03/07/1978,46,064-18-7514,Peter-Oberndorfer,W-78685-WI,rosenberger.at,30ca1ea4-402f-4209-aad9-f8b1f2001376,88.964076,136.866081,Dr.
Austrian,46,Carlo,O,Herzog,Elona-Fröhlich-Platz 0/9,Ybbs an der Donau,Niederösterreich,2113,AT,Austria,oegger@gmail.com,300.686.0616x3838,43,10/27/2001,23,058-48-8891,Falkner-Zach,K-97765-DW,schoeffmann-gmeiner.net,05accbf2-0a5f-4511-acbc-2f0a768de0ed,-64.719754,-102.255033,Herr
Austrian,47,Philipp,O,Kellner,Schrammring 0/0,Groß-Siegharts,Niederösterreich,6610,AT,Austria,madeleinewilhelm@gmail.com,441.756.3865x585,43,05/10/1999,25,230-77-9896,"Schober, Nagel and Kraxner",B-52324-SX,polzer.com,f17c5ddd-f730-4a76-b6a1-e1bc5c8e6d39,-83.314024,98.468871,Ing.
Austrian,48,Magdalena,K,Amann,Leon-Heim-Ring 076,Radstadt,Niederösterreich,5627,AT,Austria,henryhaller@neuner.net,(368)343-4603x090,43,08/01/1991,33,270-68-2576,Geisler PLC,K-38405-FU,feichter-santner.net,c9ff57fe-68f1-43a4-b1e2-02adfbf62d1c,-38.069619,-65.474586,Dipl.-Ing.
Austrian,49,Luise,P,Fröschl,Larcherring 491,Marchegg,Niederösterreich,3668,AT,Austria,aroeck@chello.at,001-417-153-1448,43,12/30/1969,55,448-80-0173,Krug-Zöchling,B-53293-IY,pacher.net,ff2ec307-608e-4471-9872-6d9fddfea760,-49.8410635,176.466506,Dr.
Austrian,50,Nadine,C,Gross,Lettnerplatz 23,Zwettl,Kärnten,7154,AT,Austria,nadinnagl@strobl-lipp.at,001-816-436-8773x27203,43,01/09/1957,67,008-18-1238,"Ertl, Schönberger and Schwarzl",K-9577-VJ,ritter.net,16c58909-cb01-4f40-8545-f80dfe17fc87,62.7210955,-91.715672,Prof.
Austrian,51,Evelyn,Z,Pucher,Herzogring 73,Bad Hall,Wien,9538,AT,Austria,schuhjosefine@gmail.com,+1-304-559-1211x705,43,12/14/1998,26,508-12-7371,Heigl-Eder,S-20491-NG,kucera.co.at,ce30b87c-b86e-487f-b035-8812b4eab593,61.012693,-90.674767,Dipl.-Ing.
Austrian,52,Leandra,P,Reithofer,Schallerweg 37,Dornbirn,Oberösterreich,2537,AT,Austria,isabellareinisch@heigl.org,784.369.3004,43,03/26/1945,79,503-16-4370,"Holzinger, Hofstetter and Knapp",T-71299-HO,neumayer.org,36e96e0a-e594-4429-bdb3-bb16e2576796,-9.4937285,-120.003079,Prof.
Austrian,53,Julijana,G,Schrammel,Violetta-Schimpl-Weg 07,Groß-Enzersdorf,Tirol,9804,AT,Austria,ericmathis@wenger-larcher.net,001-795-517-8548x96631,43,02/19/2007,17,178-83-7850,"Handler, Groß and Gritsch",L-37147-DO,sturm.org,bc7eb18c-3b9c-468b-a7f3-2c9b30cbd3a3,77.889083,-61.294953,Dr.
Austrian,54,Magdalena,B,Punz,Fischerweg 876,Waidhofen an der Ybbs,Vorarlberg,4506,AT,Austria,ldirnberger@gmail.com,816-645-4675x369,43,10/13/1985,39,620-16-3399,"Pesendorfer, Maierhofer and Götz",T-87687-RF,fischer.net,4499d49b-fc8b-4664-a7e5-65bb8f9f2ce4,78.6355955,-4.289592,Univ.Prof.
Austrian,55,Eric,K,Hollaus,Philippa-Ott-Ring 754,Bad Radkersburg,Niederösterreich,6054,AT,Austria,violettamuehlbacher@hofmann.at,+1-871-246-1916x15053,43,05/11/1986,38,512-45-9998,Gollner PLC,L-17351-NI,eichhorn.net,3fa7d23d-e547-4176-9f77-e090e2e167c9,64.720441,144.926604,Prof.
Austrian,56,Pascal,T,Thalhammer,Philip-Krenn-Gasse 1,Pinkafeld,Wien,3072,AT,Austria,kilian41@knoll-fichtinger.com,4659799094,43,01/25/1982,42,972-80-8191,Koller Inc,V-17972-XZ,hirsch.co.at,d10620be-9441-4836-81c4-abc3c1548cd5,74.0551935,48.317962,Prof.
Austrian,57,Aurelio,V,Doppler,Grünerring 0/4,Pöchlarn,Salzburg,6730,AT,Austria,wengersven@greiner.com,(237)011-0535x65824,43,04/23/2005,19,517-39-3320,"Pichler, Kohl and Teufl",K-83895-HA,simon.org,d237eb0f-6469-4299-9866-013fb28784c3,-75.585407,13.643607,Herr
Austrian,58,Dennis,R,Neuwirth,Sophie-Marie-Helm-Straße 25,Rust,Salzburg,8132,AT,Austria,lamplhenry@neumayer.at,+1-265-001-2764x1182,43,12/06/1995,29,273-89-9854,"Ortner, Meixner and Friedrich",V-1782-LA,bichler.at,bf02cb5d-9187-40f3-bf9c-da8d3151154a,-85.4513765,-86.462566,Dr.
Austrian,59,Jana,A,Schiller,Malena-Zeller-Platz 5/4,Voitsberg,Steiermark,5438,AT,Austria,xkohl@gmx.at,001-576-607-8861x629,43,02/11/1996,28,112-02-1542,Fleck-Rottensteiner,O-81249-SY,heigl.org,3d4e9bb9-ddb1-4948-81b7-27210b55474f,56.062142,55.007974,Univ.Prof.
Austrian,60,Boris,N,Sommer,Luca-Schweitzer-Weg 1/9,Scheibbs,Wien,3291,AT,Austria,laurinseiser@trattner.org,9846657322,43,11/03/1946,78,203-15-8579,Kirschner Inc,T-46526-YA,walter.at,20cb2a6e-9bae-4cde-ae27-2d8aaae2dd83,-78.6549585,-12.908038,Univ.Prof.
Austrian,61,Isa,L,Haller,Adriano-Scherer-Platz 8/8,Mattighofen,Vorarlberg,9529,AT,Austria,josephkrainer@chello.at,(764)336-3190x2302,43,01/06/1960,64,905-36-5076,Hacker-Reisner,N-92328-SN,fischer.at,f2710a00-f4b9-4b3b-9118-0687ff26bc32,79.105401,-10.53439,Dr.
Austrian,62,Emilian,K,Bock,Eberharterplatz 18,Drosendorf-Zissersdorf 1,Salzburg,1093,AT,Austria,trattnermanuel@gmail.com,+1-901-043-2026,43,12/19/1975,49,853-52-7192,"Kohl, Neuhauser and Neuhauser",V-67580-GK,hollaus-lechner.at,5cb1900e-c806-4884-a5f1-1acacc3ac8db,35.23443,-84.196777,Ing.
Austrian,63,Matteo,L,Rainer,Wittmannweg 2/8,Neunkirchen,Kärnten,6688,AT,Austria,karolinekrammer@kabsi.at,961.803.0641,43,02/07/1980,44,772-48-1908,Kirschner Ltd,B-1415-OD,schmid-friedl.at,f8b5aafe-5a1d-46b6-8128-1fd8e9c8d7fb,-25.666023,-67.811506,Dipl.-Ing.
Austrian,64,Viktoria,V,Schlosser,Bianca-Mader-Straße 3/3,Traun,Niederösterreich,4996,AT,Austria,jaegerangelika@kabsi.at,001-949-017-0514x3248,43,06/10/1972,52,938-81-8390,"Rieger, Schrittwieser and Landl",W-22899-PG,adler.net,8afb67b1-1454-4654-8881-98761c9b1385,-3.1057355,-171.255452,Dr.
Austrian,65,Sam,F,Engl,Lerchergasse 4,Schärding,Oberösterreich,4252,AT,Austria,milan06@gmx.at,+1-504-326-3417x937,43,07/20/1997,27,052-85-0783,Beer-Steinacher,T-15450-WQ,lichtenegger.org,72aeafd8-014c-4d29-a005-e304bf51eeb8,-40.5610495,110.749257,Ing.
Austrian,66,Zoey,Q,Sperl,Lacknerstr. 13,Gmunden,Steiermark,7714,AT,Austria,hinterbergermelisa@gmail.com,(454)074-5355,43,02/15/1980,44,166-34-1477,"Schöberl, Greiner and Leeb",W-58402-GW,steger-hoelzl.com,d3be381f-1566-4fc4-99d7-128c60b7ed65,40.799492,-147.944181,Dipl.-Ing.
Austrian,67,Vito,T,Keplinger,Magdalena-Weiss-Weg 910,Tulln an der Donau,Tirol,8281,AT,Austria,neumeisterrobert@kessler.com,202-199-3264,43,05/26/1989,35,816-26-8217,"Glück, Posch and Reif",T-41908-YK,kronsteiner.com,61f24d9f-42c7-4803-96ef-56925988b858,-26.876349,152.284767,Ing.
Austrian,68,Mira,G,Radl,Marie-Griesser-Gasse 5,Berndorf,Salzburg,2900,AT,Austria,patrikheinz@wohlmuth.at,(282)508-7575,43,12/14/1985,39,558-94-0285,Pohl Ltd,B-17289-LW,gangl-sorger.net,472e521d-ea2b-463f-92f6-fc460ae3630c,30.5341195,84.045572,Dipl.-Ing.
Austrian,69,Finn,O,Dengg,Schinaglgasse 46,Dornbirn,Vorarlberg,1547,AT,Austria,helena08@gmx.at,689-494-7083x39686,43,06/20/1938,86,612-49-5518,"Grüner, Kopp and Bernhard",V-3050-EM,schiller.com,e895bd85-063f-47e4-89d9-7d317afd3e23,11.1638735,-169.579716,Ing.
Austrian,70,Norah,B,Kunz,Hofmannweg 0,Gerasdorf bei Wien,Steiermark,6772,AT,Austria,nicolai07@ostermann-pachler.com,(578)003-8725x3571,43,04/26/1953,71,650-12-7543,"Gstrein, Stecher and Huemer",S-87166-SW,varga.at,21e2362c-8715-437e-ac30-a0052275d01b,37.80809,-155.122212,Prof.
Austrian,71,Konstantin,S,Bayer,Sahra-Lenz-Gasse 1,Güssing,Wien,9973,AT,Austria,fleischmanngabriela@philipp.com,+1-155-112-5255x6367,43,05/25/2001,23,146-25-2976,"Füreder, Bauer and Bartl",B-33214-KO,seidl.com,49dcb271-9a25-4d79-9b79-624d29e52460,-51.3669975,-58.864586,Dipl.-Ing.
Austrian,72,Leontina,D,Leithner,Severin-Weiss-Gasse 3/1,Rottenmann,Wien,2831,AT,Austria,maurice55@gmail.com,001-848-852-1013x7335,43,06/20/1950,74,124-58-9665,"Enzinger, Schwarzinger and Geier",W-80676-JD,hummel.net,6ae2344b-9f62-4a87-8f97-0aabb519f1bc,89.534476,105.818057,Frau
Austrian,73,Lilly,F,Haberl,Nelly-Rabitsch-Gasse 4/4,Sankt Pölten,Kärnten,2041,AT,Austria,anna-lena71@jaeger-schiller.at,6043203348,43,03/26/1975,49,548-73-0729,Werner Inc,S-87423-VP,tauber.co.at,7e2c77f5-434b-4ee0-8b1d-a8da7090aadb,-86.9034485,-67.6302,Dr.
Austrian,74,Karolina,P,Riener,Axel-Steurer-Gasse 5,Salzburg,Wien,5452,AT,Austria,theresetauber@ulrich.com,647.793.4834x2681,43,11/22/2003,21,367-80-4359,Trummer-Schaller,L-61087-XU,dietl.co.at,d2333c9c-b8d7-4aa9-9dcf-6e36eb1412bd,-44.9484795,53.928464,Frau
Austrian,75,Jovana,I,Meusburger,Moserplatz 0/7,Völkermarkt,Salzburg,3732,AT,Austria,roman20@kabsi.at,076.825.2179,43,07/10/1953,71,199-46-8134,Kastner-Glück,T-70628-IV,lutz.org,6f2c41af-4951-4887-ae6a-34c2a9e63e56,-60.140897,-173.466891,Herr
Austrian,76,Robin,A,Seiser,Kraxnerring 090,Imst,Vorarlberg,3996,AT,Austria,majakriegl@maier.co.at,104.045.8957,43,10/07/1972,52,902-71-2828,"Klaus, Fritsch and Singer",B-19195-LB,krainz-wolf.co.at,4ca644c9-250a-4de1-8749-475bbbb0d7d0,-45.795236,-179.901932,Prof.
Austrian,77,Marissa,Q,Reinisch,Gasserstr. 053,Zeltweg,Tirol,2083,AT,Austria,peerlia@eichinger.at,7486851943,43,06/04/1992,32,705-82-7096,Grabher PLC,S-94773-ZQ,muellner.org,eec57bcc-a842-487a-9933-d46ba328d067,33.182926,-105.964335,Dipl.-Ing.
Austrian,78,Raffaela,V,Pölzl,Schönauerweg 9,Oberpullendorf,Niederösterreich,5125,AT,Austria,johnsteger@duenser.co.at,(799)572-1781x50254,43,06/29/1978,46,860-99-6951,Reithofer-Herbst,S-52342-GF,aichholzer.at,d07a5ba6-f297-4a87-bac7-2585244be3e0,-36.1549615,-159.022131,Univ.Prof.
