NameSet,Number,GivenName,MiddleInitial,Surname,StreetAddress,City,StateFull,ZipCode,Country,CountryFull,EmailAddress,TelephoneNumber,TelephoneCountryCode,Birthday,Age,NationalID,Company,Vehicle,Domain,GUID,Latitude,Longitude,Title
German,19,Jörg,A,Bergmann,"Salzburgerstrasse 68",GROSSARL,Salzburg,5611,AT,Austria,JorgBergmann@cuvox.de,"0660 490 07 14",43,8/27/1961,63,,Gottschalks,"2014 Toyota Prius v",ModelingInsider.at,f1a906fa-ee78-4cb1-9ab5-836356b30405,47.196857,13.224436,Mr.
German,20,Bernd,S,Faerber,"Annenstrasse 69",GUMISCH,Carinthia,9131,AT,Austria,BerndFaerber@jourrapide.com,"0699 912 05 15",43,7/30/1984,40,,"Destiny Planners","2006 SsangYong Stavic",CompDrinks.at,407c414a-cddc-4772-bd3c-02c7008a332c,46.641394,14.454332,Mr.
German,21,Susanne,S,Jaeger,"Riedbergstrasse 65",ZOTTMANN,"Lower Austria",4222,AT,Austria,SusanneJaeger@gustr.com,"0650 608 17 86",43,8/31/1965,59,,"Wild Oats Markets","2006 Chevrolet Avalanche",StrictlyChairs.at,144d2002-9752-47cf-8687-ab21e137bd9f,48.179299,14.5395,Ms.
German,22,Luca,N,Dietrich,"Alpenstrasse 92",STEINBICHL,"Upper Austria",4812,AT,Austria,LucaDietrich@gustr.com,"0660 628 03 01",43,9/16/1960,64,,"Asian Answers","2002 Pontiac Sunfire",OnDemandHost.at,ab455844-2e47-4d0d-9a56-4c6dc7b37a90,47.879462,13.793316,Mr.
German,23,Manuela,K,Neustadt,"Grössgstötten 8",FLIESS,Tyrol,6500,AT,Austria,ManuelaNeustadt@fleckens.hu,"0664 250 71 68",43,11/25/1952,72,,"Simply Appraisals","1999 Lincoln Town Car",BronzeSun.at,65553340-5753-4c36-b56b-08adaee5da5e,47.046787,10.624314,Ms.
German,24,Bernd,S,Bieber,"Gleichenberger Strasse 44",GRÜNAU,"Upper Austria",5273,AT,Austria,BerndBieber@rhyta.com,"0664 811 82 02",43,12/1/1985,39,,"Great Western","2015 Maserati GranTurismo",InstantStatement.at,01f130da-b2dc-44e3-90cb-4d496a675088,48.291937,13.269219,Mr.
German,25,Diana,B,Wirth,"Alpenstrasse 59",STEINBERG-HART,Carinthia,9422,AT,Austria,DianaWirth@teleworm.us,"0676 294 64 33",43,8/19/2004,20,,"Freedom Map","2006 Subaru Justy",MommyVentures.at,f62429a0-08b7-4862-8036-810e146acc69,46.80603,14.890802,Ms.
German,26,Thomas,A,Hoch,"Friedhofstrasse 68",BERNASCHEKSIEDLUNG,"Upper Austria",4310,AT,Austria,ThomasHoch@einrot.com,"0676 369 50 35",43,2/26/1994,31,,"Buck Alley Lumber","1998 SsangYong Musso",FencingExhibition.at,2d3dac10-95b4-44ef-a42e-c0559a813a59,48.298763,14.545556,Mr.
German,27,Christian,D,Blau,"Rosenstrasse 76",WÖLLMERDORF,Styria,8750,AT,Austria,ChristianBlau@teleworm.us,"0680 436 27 84",43,8/30/1940,84,,Jafco,"2015 Toyota Highlander Hybrid",BargainPainters.at,00d7e6c3-2368-455b-b2cc-93d365810050,47.24574,14.629483,Mr.
German,28,Markus,V,Schneider,"Faerberplatz 78",STÖGERSBACH,Styria,8240,AT,Austria,MarkusSchneider@teleworm.us,"0699 304 30 73",43,3/9/1965,60,,"Advansed Teksyztems","2009 Hyundai Genesis",SEOJungle.at,3374277b-15fe-4934-bc77-776ea7dc9fc2,47.400579,15.983795,Mr.
German,29,Nicole,R,Schwartz,"Kornstrasse 46",NEUTERSDORF,Styria,8423,AT,Austria,NicoleSchwartz@einrot.com,"0688 789 58 28",43,6/6/1951,73,,"System Star","2006 Renault Scenic",DriverDoor.at,ae844ab2-9d20-4228-b69c-d78243604332,46.662402,15.539827,Mrs.
German,30,Marina,R,Herrmann,"Faschinastrasse 39",SCHWENDAU,Tyrol,6283,AT,Austria,MarinaHerrmann@rhyta.com,"0650 918 04 28",43,5/26/1973,51,,"Plan Future","2003 Cadillac Seville",Patville.at,6e504018-93e5-4399-9caf-07b5303317af,47.26576,11.817601,Ms.
German,31,Thomas,L,Hoover,"Spiegelsberg 62",AMESBACH,"Lower Austria",3261,AT,Austria,ThomasHoover@einrot.com,"0660 798 03 48",43,9/1/1942,82,,"Disc Jockey","1993 Chevrolet S-10",ClothingDrives.at,a815217e-815a-4280-b41d-45bc7e726731,48.040621,15.125814,Mr.
German,32,Anja,T,Bachmeier,"Gewerbepark 87",OBERGRÜNBURG,"Upper Austria",4593,AT,Austria,AnjaBachmeier@gustr.com,"0680 251 95 16",43,12/28/1972,52,,"Movie Gallery","2004 Acura RSX",DVRIndustry.at,a58ea599-a530-41ed-afbf-b8aa9fbaf650,47.930396,14.296352,Ms.
German,33,Sarah,M,Wulf,"Hubatschstrasse 86",SCHALLABURG,"Lower Austria",3382,AT,Austria,SarahWulf@einrot.com,"0676 965 16 41",43,12/30/1979,45,,"The High Heelers","2012 Jeep Patriot",StLouisTrips.at,5c4bd8be-8285-47eb-81f0-55b828d116b2,48.111317,15.406119,Mrs.
German,34,Max,M,Koenig,"Gralla 67",GROSSGRABEN,"Lower Austria",3041,AT,Austria,MaxKoenig@armyspy.com,"0680 810 13 77",43,7/23/1963,61,,Schweggmanns,"2012 Ferrari California",HelpHours.at,307b7291-dd8a-46a6-9881-ef9830d2bca5,48.293107,15.901072,Mr.
German,35,Lucas,S,Oster,"Bachloh 85",WASSERTHEUER,Carinthia,9761,AT,Austria,LucasOster@armyspy.com,"0680 883 15 82",43,9/23/1983,41,,"Budget Tapes & Records","1993 Ford Royale",FindSkins.at,77b7bd78-d0b0-463e-8154-6d51b4c2c749,46.727349,13.269237,Mr.
German,36,Florian,J,Jager,"Ruster Strasse 8",PAASDORF,"Lower Austria",2130,AT,Austria,FlorianJager@jourrapide.com,"0681 683 21 87",43,11/2/1987,37,,Acuserv,"2015 Lincoln MKS",PoliticalSeason.at,022d4478-4a48-49c3-98b4-50b0169b0ba0,48.43739,16.538389,Mr.
German,37,Daniel,K,Mayer,"Freistädter Strasse 91",BREITENBERG,"Upper Austria",4772,AT,Austria,DanielMayer@fleckens.hu,"0650 672 79 12",43,1/26/1995,30,,"Manu Connection","2014 Volkswagen Jetta",FlightEmployment.at,40d05773-7f4f-4a48-bfd5-1a7d5a5e40af,48.323886,13.496939,Mr.
German,38,Stephan,J,Koenig,"Lustenauer Strasse 16",HOFMARKT,Salzburg,5602,AT,Austria,StephanKoenig@cuvox.de,"0676 840 40 90",43,5/18/2002,22,,"Total Quality","2010 Ford Maverick",LimitSupply.at,f6f634a4-166f-4fd6-90f4-ba71fc97a872,47.315476,13.199245,Mr.
German,39,Jürgen,K,Huber,"Untere Donaulände 52",BRANDSTATT,Styria,8653,AT,Austria,JurgenHuber@superrito.com,"0664 132 97 26",43,10/21/1968,56,,"CSK Auto","2014 Chevrolet Silverado 1500",PrivateExam.at,d12aa58e-8cf1-427b-9b99-0dd7b2573348,47.46849,15.400888,Mr.
German,40,Christian,Y,Scholz,"Traungasse 55",FASCHENDORF,Carinthia,9805,AT,Austria,ChristianScholz@rhyta.com,"0681 637 73 66",43,12/27/1981,43,,"Rainbow Life","2005 Mazda Demio",LeadSpa.at,8cbe4836-a89d-4daa-996d-949e91a82b19,46.843289,13.515548,Mr.
German,41,Stefan,N,Traugott,"Bonygasse 61",INNENSCHLAG,"Lower Austria",4170,AT,Austria,StefanTraugott@jourrapide.com,"0664 940 05 53",43,9/20/1986,38,,"Town and Country Convenience Stores","2012 Alfa Romeo 159",MobileCPAs.at,fd97d761-90ff-494a-859e-f30d487485f2,48.61039,13.944395,Mr.
German,42,Heike,M,Lang,"Brucker Bundesstrasse 26",FURTH,"Upper Austria",4702,AT,Austria,HeikeLang@dayrep.com,"0699 167 09 66",43,12/16/1962,62,,"Fragrant Flower Lawn Services","2015 Mitsubishi Mirage",WebsRewards.at,724b3052-453e-4edb-867d-e73229f22578,48.309638,13.989319,Mrs.
German,43,Lucas,S,Maurer,"Silvrettastrasse 68","SCHWARZAU AM STEINFELD","Lower Austria",2822,AT,Austria,LucasMaurer@gustr.com,"0664 447 15 85",43,2/23/2001,24,,"The Wiz","1999 Seat Cordoba",DontUpgrade.at,41fe138a-05dd-4479-9fcd-7b3b24de5fcd,47.652591,16.207024,Mr.
German,44,Andrea,L,Schröder,"Mollardgasse 29",TANNHAM,Salzburg,5203,AT,Austria,AndreaSchroder@teleworm.us,"0660 324 35 01",43,3/19/1946,79,,"Albers Super Markets","2000 Smart Roadster",GeneBlogs.at,27c6ed6b-5c92-41a5-a81c-f9b9ff874899,47.961133,13.168734,Ms.
German,45,David,S,Zimmer,"Landstrasse 97",ETZELBACH,"Upper Austria",4776,AT,Austria,DavidZimmer@superrito.com,"0664 240 55 04",43,8/20/1980,44,,"The Wiz","1997 Nissan Laurel",MarathonSkier.at,41bd8a82-b850-4072-a000-e485d969ac0a,48.45537,13.513128,Mr.
German,46,Lisa,M,Moench,"Welser Strasse 33",NEUDORF,"Upper Austria",3335,AT,Austria,LisaMoench@gustr.com,"0660 201 81 60",43,7/17/1955,69,,"Specialty Restaurant Group","2008 Toyota Highlander",LenderSwap.at,4b618371-5b84-41a8-b5fa-c9c80e49b589,47.760893,14.747219,Ms.
German,47,Uwe,D,Frankfurter,"Graben 88",OBERSCHADEN,"Upper Austria",4070,AT,Austria,UweFrankfurter@einrot.com,"0699 811 01 40",43,7/19/1972,52,,"National Shirt Shop","1995 Acura Vigor",JointAdoptions.at,22b6dbb7-c87f-465c-81e5-d244c18c2334,48.35402,14.098789,Mr.
German,48,Heike,L,Pfaff,"Steinfelden 96",UNTERSCHÜTT,Carinthia,9586,AT,Austria,HeikePfaff@einrot.com,"0681 446 39 21",43,4/21/1957,67,,Coconut's,"2001 Renault Laguna",SecureGap.at,96ef5c82-6e34-4bb5-ae8f-77b9200d20fe,46.653283,13.819575,Mrs.
German,49,Leah,P,Bohm,"Brünner Strasse 61",KILB,"Lower Austria",3233,AT,Austria,LeahBohm@jourrapide.com,"0688 632 21 93",43,10/13/1985,39,,"Egghead Software","2012 Proton Arena",WirelessShock.at,44fbc070-9f96-4bf4-8062-21c1e0db1651,48.138839,15.476661,Mrs.
German,50,Marco,U,Brandt,"Im Astenfeld 19",ECKING,Salzburg,5771,AT,Austria,MarcoBrandt@superrito.com,"0699 744 82 26",43,3/23/2004,21,,"Cala Foods","1997 Pontiac Firebird",ShapeHeads.at,6932d455-f045-4961-b721-ae0272a96e5f,47.467203,12.823355,Mr.
German,51,Thorsten,M,Gaertner,"Langenloiser Strasse 25",MÖLLERSDORF,"Lower Austria",2514,AT,Austria,ThorstenGaertner@superrito.com,"0699 789 09 98",43,1/21/1941,84,,Awthentikz,"2014 Toyota Tundra",EBizStudent.at,02e883d0-3e28-4cce-aabf-2967f2184cc3,48.08268,16.392278,Mr.
German,52,Susanne,D,Kuhn,"Wiener Strasse 70",MANTRACH,Styria,8452,AT,Austria,SusanneKuhn@jourrapide.com,"0676 404 80 78",43,3/2/1946,79,,"Consumers and Consumers Express","1993 Toyota Century",MobileHandbag.at,59b79080-cb2f-46c6-b134-072b6dac4755,46.81195,15.525096,Ms.
German,53,Leon,M,Freud,"Lucasweg 29",KAPFENBERG,Styria,8600,AT,Austria,LeonFreud@rhyta.com,"0676 278 66 59",43,5/22/1954,70,,"The Spotted Cougar","1996 Mahindra Armada",CommoditySearch.at,9826cdc6-65f3-4785-b378-588a0754cd8a,47.477072,15.36936,Mr.
German,54,Markus,A,Gruenewald,"Ausserpühret 71",ENSFELD,"Upper Austria",4084,AT,Austria,MarkusGruenewald@jourrapide.com,"0650 370 26 29",43,5/28/1969,55,,"Forest City","2000 Toyota Opa",StLouisTrips.at,8b14bcaa-6856-470a-8c41-5c6d2e80aa9a,48.449074,13.831817,Mr.
German,55,Wolfgang,M,Scherer,"Stadionstrasse 4",RASSING,"Lower Austria",3141,AT,Austria,WolfgangScherer@rhyta.com,"0699 318 64 58",43,3/15/1966,59,,"Multi-Systems Merchant Services","2010 Nissan Murano",DudeThings.at,6aa996ca-b6aa-43f2-9ce3-a50c35ec005c,48.321168,15.666973,Mr.
German,56,David,S,Schneider,"Schönaugasse 47",UNZMARKT,Styria,8800,AT,Austria,DavidSchneider@cuvox.de,"0660 911 75 35",43,3/18/1998,27,,"Terra Nova Garden Services","1999 Beijing BJ 2020",CodingReport.at,d4105006-b8a2-438f-9a7e-169eacb83dcf,47.114315,14.415416,Mr.
German,57,Jana,M,Lange,"Karlauer Gürtel 67",HAAGEN,"Lower Austria",3051,AT,Austria,JanaLange@armyspy.com,"0699 327 33 08",43,2/5/1995,30,,Ejecta,"1998 Ford Royale",TechnologyNewspaper.at,92ae9af3-8102-4371-bc01-2492593a69cd,48.20338,15.820251,Ms.
German,58,Alexander,B,Weiß,"Templstrasse 43",MIESENBACH,"Lower Austria",3283,AT,Austria,AlexanderWeiss@dayrep.com,"0664 435 61 08",43,6/6/1955,69,,Intelacard,"2002 Toyota Pod",TacomaAutomobile.at,bd8abbb9-8579-4dd4-a240-370689ae6ff1,48.057888,15.288642,Mr.
German,59,Tim,K,Hoover,"Schulgasse 98",ZITTERNBERG,"Lower Austria",3571,AT,Austria,TimHoover@einrot.com,"0688 705 78 20",43,1/10/1970,55,,"Dream Home Real Estate Service","2001 Mitsubishi ASX",ForgetParking.at,4f176083-f4ef-410c-a580-2fc3d97f810d,48.647499,15.592677,Mr.
German,60,Kerstin,M,Holtzmann,"Krummnussbaum Dub 50",WALDREICHS,"Lower Austria",3532,AT,Austria,KerstinHoltzmann@cuvox.de,"0676 223 47 08",43,12/26/2000,24,,"Golden Joy","1999 Lincoln Navigator",NannyScene.at,2618d799-f18d-4ef8-9ca4-67413dd66b44,48.688678,15.387402,Ms.
German,61,Mike,A,Fried,"Langenloiser Strasse 49",MÖDLBACH,"Upper Austria",4715,AT,Austria,MikeFried@teleworm.us,"0680 887 42 84",43,9/10/1985,39,,"Lee Wards","1996 Beijing BJ 2021",StrictlyPayroll.at,4a820d10-a0fa-4db0-8b68-425296df8e51,48.297553,13.697246,Mr.
German,62,Klaus,D,Reinhardt,"Hubatschstrasse 36",SCHADITZ,"Lower Austria",3824,AT,Austria,KlausReinhardt@einrot.com,"0660 338 93 91",43,12/8/1955,69,,Corpbay,"2003 TVR Sagaris",SocietyParty.at,4aa8998f-0d9c-49e5-92d5-2d68dbb7299e,48.839844,15.460069,Mr.
German,63,Torsten,J,Muench,"Druckereistrasse 96",EDTSDORF,"Lower Austria",4223,AT,Austria,TorstenMuench@dayrep.com,"0660 925 16 95",43,7/7/1946,78,,"Cala Foods","2010 Daihatsu Terios",AddictedGolfer.at,62d07ae4-a58e-4f82-bc5b-b661d3192a2d,48.365676,14.535609,Mr.
German,64,Niklas,S,Brandt,"Ybbsstrasse 55",PYSDORF,"Lower Austria",2281,AT,Austria,NiklasBrandt@superrito.com,"0650 111 79 17",43,8/13/1941,83,,Finast,"1999 Oldsmobile Alero",LinkWish.at,dbec0b6b-e927-472b-b87f-75f45c4374dd,48.176142,16.64884,Mr.
German,65,Benjamin,V,Naumann,"Bremschlstrasse 85",HOLZLEITHEN,"Upper Austria",4905,AT,Austria,BenjaminNaumann@cuvox.de,"0664 133 11 83",43,7/6/1939,85,,"Bay Furniture","2006 Alfa Romeo Spider",NunSchool.at,310dea8b-ea1a-4171-ad57-d52a0db655c7,48.055507,13.596859,Mr.
German,66,Kerstin,E,Hirsch,"Kimpling 59",SITTENBERG,Carinthia,9372,AT,Austria,KerstinHirsch@dayrep.com,"0688 340 96 59",43,12/17/1944,80,,"Central Hardware","2010 Buick Park Avenue",DumbDecisions.at,fc1afdc4-3454-4b84-8952-ddb4239fd153,46.722813,14.540585,Mrs.
German,67,Vanessa,T,Friedman,"Frauentaler Strasse 64",LEOBENGRABEN,Carinthia,9861,AT,Austria,VanessaFriedman@gustr.com,"0699 806 87 24",43,3/19/1966,59,,Stratacard,"1996 Beijing BJ 2021",CardLiquidators.at,e1577e93-d742-4872-a4ff-fd7fe35cd804,46.835352,13.50767,Mrs.
German,68,Lisa,A,Mueller,"Gewerbestrasse 32",OBERNBERG,"Lower Austria",4133,AT,Austria,LisaMueller@jourrapide.com,"0688 148 10 97",43,3/21/1954,71,,"J. Riggings","2015 Kia Cadenza",BadProtection.at,ab761720-0d31-4fcd-9bbc-c69d4deceb00,48.467486,13.796925,Ms.
German,69,Marcel,K,Peters,"Wiedner Hauptstrasse 99",HUB,"Upper Austria",5272,AT,Austria,MarcelPeters@armyspy.com,"0699 227 08 84",43,12/31/1961,63,,"Home Centers","1998 Mitsubishi Space Star",GreenNightlife.at,b30b8ec3-bc9d-4a84-b2aa-4422d4f1dff4,48.257962,13.282355,Mr.
German,70,Manuela,D,Burger,"Stubengraben 59",EBERSDORF,Styria,8362,AT,Austria,ManuelaBurger@gustr.com,"0688 251 05 15",43,2/17/1950,75,,"Square Circle","2000 BMW 320",EscapeDrive.at,028bbee1-ea9c-467a-b6a7-551c6557d39f,47.024277,16.092838,Ms.
German,71,Stefan,S,Dietrich,"Untere Donaulände 50",BREITAU,Styria,8933,AT,Austria,StefanDietrich@cuvox.de,"0676 183 64 20",43,2/21/1963,62,,Chandler's,"1995 Alpina B 12",HealthDebt.at,2864aa4d-886b-4c20-8a7c-bb3c9e22cccf,47.755048,14.639419,Mr.
German,72,Markus,S,Fruehauf,"Stadionstrasse 28",RATSCHENDORF,Styria,8482,AT,Austria,MarkusFruehauf@gustr.com,"0650 756 97 67",43,4/12/1992,32,,"Old America Stores","2012 Lancia Ypsilon",SterlingNames.at,96b57c81-c3a7-4f1b-a168-bcd08ba7f257,46.687443,15.911706,Mr.
German,73,Niklas,S,Freitag,"Aufeld 76",FRÖSAU,Styria,8311,AT,Austria,NiklasFreitag@dayrep.com,"0664 208 71 17",43,5/21/1983,41,,FamilyMart,"2007 Kia Carnival",StyleProposal.at,e31ddc4f-5c41-4bb2-a6a6-e4c936ac9c1b,47.003625,15.733612,Mr.
German,74,Ulrike,K,Fischer,"Steinamangerer Strasse 20",PLAIN,Salzburg,5101,AT,Austria,UlrikeFischer@dayrep.com,"0699 932 68 28",43,12/17/1944,80,,"KG Menswear","1999 Acura RL",SocialCDs.at,9fb2a75e-1312-4355-a368-9a0279e74ff1,47.940875,13.256811,Mrs.
German,75,Juliane,M,Weiss,"Davidschlag 32",BICHLBÄCHLE,Tyrol,6621,AT,Austria,JulianeWeiss@rhyta.com,"0676 786 62 71",43,4/1/1943,81,,"The Jolly Farmer","2001 Jaguar XK8",KansasCityVisitors.at,7de939c6-0257-4c63-8e8e-8d6d49e1e095,47.404641,10.733566,Mrs.
German,76,Monika,K,Kastner,"Wagramer Strasse 33",KREUZBERG,Styria,8583,AT,Austria,MonikaKastner@gustr.com,"0688 236 52 98",43,5/9/1959,65,,Capitalcorp,"1993 Bristol Blenheim",EliteSeating.at,5166e17a-8d7d-4aa4-93a9-64bcc28b7318,46.889126,15.060334,Mrs.
German,77,Andrea,P,Oster,"Davidschlag 39",BIRKFELD,Styria,8190,AT,Austria,AndreaOster@einrot.com,"0676 243 40 16",43,2/6/1984,41,,"Creative Wealth","2001 Land Rover Discovery",OEMJobs.at,b3f348a4-1c4b-4e2e-8069-ce8a7c20751d,47.289844,15.660319,Ms.
German,78,Philipp,J,Neumann,"Marktplatz 41",RETTENBERG,Styria,8444,AT,Austria,PhilippNeumann@jourrapide.com,"0650 714 39 46",43,10/10/1981,43,,"Ideal Garden Maintenance","1996 Toyota Corolla",TransferLive.at,3155bfb2-db42-48c8-b388-00750ad5a7f0,46.729788,15.348937,Mr.
German,79,Peter,M,Möller,"Pazmaniteng 12",ACHLEITEN,"Upper Austria",4784,AT,Austria,PeterMoller@fleckens.hu,"0681 538 41 35",43,9/19/1952,72,,Datacorp,"2007 GMC Acadia",CartridgeReview.at,949d6b25-95a9-4400-a671-85736ef58e4d,48.492013,13.593723,Mr.
German,80,Jana,L,Gerber,"Untere Hauptstrasse 12",PRENTERN,Styria,8413,AT,Austria,JanaGerber@fleckens.hu,"0664 422 80 66",43,7/15/1984,40,,"Pro Yard Services","2008 Fiat Doblo",FakeFunds.at,0e22062d-4d46-431d-ab55-a99043978673,46.867755,15.589983,Ms.
German,81,Sophie,J,Eichelberger,"Wiehtestrasse 30",SILLIAN,Tyrol,9920,AT,Austria,SophieEichelberger@cuvox.de,"0699 750 46 71",43,3/29/1970,54,,Laneco,"2008 Peugeot 4007",RugSafe.at,709cc70b-5437-4022-986b-6754a0a0f8d5,46.77454,12.338921,Mrs.
German,82,Steffen,A,Wolf,"Faerberplatz 91",STRANNERSDORF,"Lower Austria",3240,AT,Austria,SteffenWolf@einrot.com,"0680 801 94 40",43,6/27/2000,24,,"Mr. Good Buys","2006 Panoz Esperante",MiracleVoice.at,4adca16f-8559-4cf7-9580-cae30877fba2,48.173573,15.346843,Mr.
German,83,Dennis,L,Schuster,"An Der Schütt 9","SCHEFFAU AM WILDEN KAISER",Tyrol,6351,AT,Austria,DennisSchuster@cuvox.de,"0664 781 52 23",43,9/14/1997,27,,"Wilson's Jewelers","2002 Rolls-Royce Silver Seraph",TourismFind.at,174544b0-d527-44c8-8ee3-78a2554ff2fc,47.519862,12.203254,Mr.
German,84,Jan,M,Wirtz,"Hausergasse 37",ZAGLAU,"Lower Austria",4160,AT,Austria,JanWirtz@gustr.com,"0664 540 04 80",43,4/10/1964,60,,JumboSports,"1999 Daihatsu SP-4",TalkingApps.at,97e7980c-58ef-402c-9b70-444d0f200744,48.695432,14.038002,Mr.
